id;sku;dealer_price;available_stock
111452;D-240806;5.68;31
111459;D-240807;4.05;0
111466;D-240813;4.73;0
111473;D-240819;4.73;0
111479;D-240821;3.94;30
111484;D-240823;3.63;22
111489;D-240826;3.63;0
111494;D-240827;2.38;44
111499;D-240829;3.43;50
111504;D-240834;2.07;50
111509;D-240847;1.28;6
111514;D-240848;1.28;50
111519;D-240853;1.43;25
111524;D-240856;1.43;15
111529;D-240861;2.22;50
111534;D-240862;2.22;50
111539;D-240875;4.11;43
111544;D-240877;3.32;0
111549;D-240884;3.63;34
111554;D-240887;2.84;0
111559;D-240682;3.94;42
111564;D-240685;3.32;50
111569;D-240686;2.86;50
111574;D-240687;3.01;9
111579;D-240698;0.97;0
111584;D-240700;1.45;39
111589;D-240708;1.76;50
111595;D-240715;2.53;39
111601;D-240723;2.68;0
111606;D-240736;3.48;15
111612;D-240742;1.12;0
111617;D-240743;1.12;0
111623;D-240753;2.07;46
111628;D-240907;2.38;28
111633;D-240915;2.68;0
111638;D-240918;1.91;3
111643;D-240923;3.01;19
111648;D-240925;1.74;0
111653;D-240926;1.28;0
111658;D-240897;1.43;45
111663;D-240905;1.12;18
111668;D-240911;1.54;50
111673;D-240931;1.12;16
111679;D-240932;1.12;0
111685;D-240933;1.23;0
111691;D-240935;1.23;0
111697;D-240936;1.43;32
111703;D-240943;1.91;50
111709;D-240947;1.58;31
111715;D-240948;2.07;35
111721;D-240953;2.22;16
111727;D-240955;2.22;0
111733;D-240957;2.22;2
111739;D-240958;2.13;0
111745;D-240959;2.13;0
111751;D-240960;0.97;0
111756;D-240962;1.28;0
111762;D-240963;1.28;12
111768;D-240965;1.28;0
111774;D-240969;3.63;50
111780;D-240970;2.84;44
111786;D-240973;4.11;37
111792;D-240975;3.94;0
111797;D-240980;2.22;47
111803;D-240981;2.68;50
111809;D-240982;2.53;50
111814;D-240984;1.91;35
111820;D-240986;3.01;8
111827;D-240987;4.05;50
111833;D-240990;2.29;50
111838;D-240995;3.28;0
111843;D-240672;5.68;0
111848;D-240673;3.74;0
111853;D-241003;2.38;50
111858;D-241012;3.48;50
111863;D-241027;2.38;0
111868;D-241029;2.49;0
111873;D-241034;3.32;30
111878;D-241052;3.17;47
111884;D-241053;2.53;36
111889;D-241055;3.01;49
111894;D-241063;3.32;50
111899;D-241064;2.38;0
111904;D-241077;3.48;50
111909;D-241086;3.17;50
111914;D-241090;2.79;50
111919;D-241102;2.38;50
111924;D-241106;2.79;13
111929;D-241113;3.94;49
111934;D-241114;2.68;50
111941;D-239135;;0
111943;D-239154;11.10;9
111949;D-239155;11.10;4
111955;D-239220;;0
111958;D-239221;;0
111961;D-239223;2.31;1
111964;D-239126;;0
111969;D-239127;;0
111980;D-239138;;0
111986;D-239139;;0
111992;D-239194;10.18;5
111999;D-239195;10.18;3
112006;D-239103;9.05;2
112012;D-239104;9.05;1
112018;D-239109;8.60;2
112024;D-239110;;0
112030;D-239122;;0
112038;D-239123;;0
112043;D-239143;7.65;2
112050;D-239144;7.65;2
112057;D-239145;8.24;2
112064;D-239146;8.24;4
112071;D-239158;;0
112077;D-239159;;0
112083;D-239164;;0
112089;D-239165;;0
112095;D-239168;10.24;1
112100;D-239169;10.24;1
112105;D-239174;10.24;4
112113;D-239175;;0
112121;D-239190;;0
112125;D-239200;12.10;1
112130;D-239201;12.10;2
112135;D-239202;;0
112140;D-239203;;0
112145;D-239206;8.85;1
112149;D-239207;;0
112153;D-239216;8.71;1
112157;D-239217;8.71;2
112161;D-241525;;0
112183;D-239100;6.16;6
112187;D-239116;4.29;2
112191;D-239128;;0
112194;D-239129;;0
112197;D-239134;;0
112204;D-239142;4.96;1
112208;D-239147;5.28;1
112213;D-239149;;0
112220;D-239166;;0
112225;D-239167;;0
112233;D-239180;3.13;1
112236;D-239181;;0
112239;D-239186;;0
112244;D-239187;4.56;2
112249;D-239188;;0
112252;D-239189;;0
112255;D-239191;;0
112259;D-239199;4.73;6
112264;D-239218;;0
112266;D-239222;;0
112275;D-239503;5.51;4
112284;D-239504;5.19;4
112296;D-239505;5.19;2
112303;D-239506;;0
112313;D-239507;5.26;3
112324;D-239508;;0
112332;D-239172;;0
112339;D-239173;;0
112346;D-239178;3.70;1
112352;D-239179;3.70;6
112358;D-239879;;0
112364;D-239880;;0
112365;D-239881;;0
112373;D-239882;4.75;1
112374;D-239140;7.65;4
112380;D-239141;7.65;2
112386;D-239150;7.85;3
112394;D-239151;7.85;3
112402;D-239152;;0
112410;D-239153;;0
112418;D-239176;;0
112425;D-239177;;0
112432;D-239184;9.70;4
112438;D-239185;9.70;1
112444;D-239192;8.74;2
112450;D-239193;8.74;2
112456;D-239204;9.29;3
112459;D-239205;9.29;1
112462;D-239214;;0
112465;D-239215;;0
112468;D-239736;11.05;1
112472;D-239737;11.05;3
112476;D-239740;8.75;2
112480;D-239741;8.75;1
112484;D-239875;10.66;2
112492;D-239876;;0
112493;D-239883;9.85;2
112499;D-239884;9.85;1
112500;D-239885;11.30;1
112506;D-239886;11.30;2
112507;D-240083;9.98;1
112511;D-240084;9.98;1
112515;D-240085;;0
112519;D-240086;9.05;1
112523;D-240087;8.90;2
112527;D-240088;8.90;4
112531;D-240089;10.38;3
112535;D-240090;10.38;2
112539;D-241231;;0
112543;D-241232;13.90;1
112547;D-241528;8.00;1
112554;D-239088;10.58;4
112560;D-239089;10.58;4
112566;D-239090;;0
112576;D-239091;;0
112586;D-239092;;0
112601;D-239093;;0
112616;D-239094;;0
112633;D-239095;;0
112650;D-239096;;0
112661;D-239097;;0
112672;D-239098;;0
112684;D-239099;;0
112696;D-239101;6.81;4
112698;D-239102;6.81;1
112700;D-239105;;0
112706;D-239106;;0
112712;D-239107;7.95;2
112718;D-239108;;0
112728;D-239112;;0
112735;D-239113;;0
112742;D-239117;11.05;2
112749;D-239118;;0
112754;D-239119;;0
112759;D-239120;;0
112764;D-239121;;0
112769;D-239124;;0
112778;D-239125;15.15;1
112787;D-239131;;0
112793;D-239133;;0
112799;D-239156;;0
112807;D-239157;;0
112815;D-239160;;0
112823;D-239161;;0
112831;D-239162;;0
112839;D-239163;9.01;1
112847;D-239170;13.19;3
112854;D-239171;13.19;2
112861;D-239182;;0
112867;D-239183;;0
112873;D-239196;16.75;1
112877;D-239197;16.75;1
112881;D-239208;;0
112884;D-239209;9.58;1
112887;D-239225;8.75;1
112889;D-239226;8.75;1
112891;D-239227;;0
112898;D-239228;;0
112905;D-239229;9.29;1
112913;D-239230;9.29;1
112921;D-239734;10.83;5
112925;D-239735;10.83;4
112929;D-239738;11.33;2
112933;D-239739;11.33;2
112937;D-239877;7.01;0
112944;D-239878;7.01;4
112945;D-239887;;0
112951;D-239888;;0
112952;D-239889;;0
112958;D-239890;;0
112959;D-240097;11.08;2
112968;D-240098;11.08;3
112977;D-240099;11.08;2
112986;D-240100;11.08;2
112995;D-241229;10.49;2
113000;D-241230;10.49;4
113005;D-241526;10.48;2
113010;D-241527;10.48;1
113015;D-241529;;0
113020;D-241530;11.80;3
113025;D-241531;11.53;3
113032;D-241532;11.53;2
113039;D-239114;;0
113043;D-239115;;0
113047;D-239130;3.85;3
113050;D-239132;3.00;2
113053;D-239148;;0
113058;D-239198;2.86;2
113062;D-239210;5.61;1
113068;D-239211;5.61;4
113074;D-239212;5.11;3
113078;D-239213;;0
113098;D-238214;;0
113107;D-240754;3.48;34
113113;D-240757;6.14;37
113120;D-240761;3.32;45
113127;D-240762;3.32;50
113134;D-240763;2.68;0
113141;D-240765;5.83;50
113148;D-240770;3.01;50
113156;D-240776;5.21;50
113164;D-240779;4.27;50
113171;D-240783;3.94;44
113177;D-240786;4.27;0
113184;D-240789;4.27;50
113191;D-240796;3.32;0
113198;D-240798;5.68;15
113204;D-240799;5.83;36
113211;D-240802;5.21;38
113218;D-240803;5.68;33
113225;D-240804;5.68;30
113232;D-240805;5.21;27
113239;D-240808;5.83;17
113246;D-240809;4.27;50
113253;D-240812;3.12;0
113260;D-240814;3.74;0
113266;D-240815;4.27;0
113271;D-240816;4.73;0
113276;D-240817;3.74;43
113282;D-240818;4.27;43
113287;D-240820;4.05;6
113293;D-240824;3.63;0
113298;D-240825;2.53;5
113303;D-240828;3.32;33
113308;D-240830;3.43;16
113313;D-240831;3.74;45
113318;D-240832;3.32;50
113323;D-240833;3.48;38
113328;D-240835;2.07;50
113333;D-240836;1.28;0
113338;D-240837;1.43;0
113343;D-240838;1.28;10
113348;D-240839;1.28;25
113353;D-240840;1.28;35
113358;D-240841;2.07;32
113363;D-240842;1.28;0
113368;D-240843;1.28;41
113373;D-240844;1.28;50
113378;D-240845;1.28;0
113384;D-240846;1.19;0
113389;D-240849;1.74;50
113394;D-240850;1.74;40
113399;D-240851;1.74;50
113404;D-240852;1.43;50
113409;D-240854;2.38;50
113414;D-240855;1.43;50
113419;D-240857;1.74;50
113424;D-240858;1.91;50
113429;D-240859;1.80;50
113434;D-240860;2.82;50
113439;D-240863;2.22;50
113444;D-240864;1.74;45
113449;D-240866;2.22;50
113454;D-240867;2.68;50
113459;D-240868;1.74;50
113465;D-240869;1.74;50
113470;D-240870;2.07;50
113475;D-240871;2.07;50
113480;D-240872;1.43;45
113485;D-240873;1.43;50
113490;D-240874;4.27;21
113495;D-240876;2.16;50
113500;D-240878;3.78;40
113505;D-240879;3.78;0
113510;D-240880;3.32;27
113515;D-240881;3.89;49
113521;D-240882;3.43;48
113527;D-240883;3.78;48
113533;D-240885;3.63;0
113538;D-240886;2.95;0
113543;D-240680;1.23;0
113550;D-240681;1.69;0
113556;D-240683;3.94;22
113562;D-240684;3.32;50
113568;D-240692;2.68;0
113574;D-240693;2.68;8
113580;D-240701;1.45;0
113586;D-240707;1.76;11
113593;D-240709;2.49;0
113599;D-240710;1.58;10
113604;D-240727;3.43;10
113615;D-240733;1.85;11
113621;D-240746;2.18;49
113627;D-240747;2.07;0
113633;D-240748;2.53;15
113639;D-240750;3.01;0
113645;D-240751;2.38;0
113651;D-240909;2.68;1
113656;D-240916;2.68;13
113661;D-240919;1.74;0
113666;D-240924;3.01;27
113671;D-240895;1.58;28
113676;D-240898;1.39;0
113681;D-240900;1.08;0
113686;D-240901;1.28;18
113691;D-240906;1.12;29
113696;D-240927;3.04;44
113700;D-240928;6.03;38
113704;D-240950;1.91;0
113709;D-240956;2.33;42
113714;D-240989;2.29;34
113719;D-240991;2.29;44
113724;D-240662;4.73;0
113729;D-240663;5.68;0
113736;D-240664;4.38;0
113741;D-240665;4.73;0
113746;D-240669;5.79;0
113751;D-240671;4.73;0
113756;D-240675;7.19;0
113761;D-240888;3.01;50
113766;D-240890;3.17;7
113771;D-240997;2.68;0
113776;D-240998;1.80;1
113781;D-240999;3.94;50
113786;D-241000;3.94;32
113791;D-241001;3.94;0
113796;D-241002;2.84;11
113801;D-241004;2.38;6
113806;D-241005;3.48;41
113811;D-241007;3.78;6
113816;D-241008;3.12;50
113821;D-241009;3.94;18
113826;D-241010;3.17;50
113831;D-241011;3.17;50
113836;D-241013;3.48;50
113841;D-241014;2.38;0
113846;D-241015;2.38;31
113851;D-241016;2.38;0
113856;D-241017;3.63;48
113861;D-241018;3.01;42
113866;D-241019;3.01;50
113871;D-241020;2.49;27
113876;D-241021;2.49;17
113881;D-241022;2.49;50
113886;D-241023;2.49;50
113891;D-241024;2.49;0
113896;D-241025;2.49;23
113901;D-241026;2.38;0
113906;D-241028;2.38;0
113911;D-241031;3.32;45
113916;D-241032;3.32;25
113921;D-241033;3.43;0
113926;D-241035;2.68;26
113931;D-241036;2.68;0
113936;D-241037;2.18;13
113941;D-241038;2.95;50
113946;D-241039;2.84;50
113951;D-241040;2.33;50
113956;D-241041;3.01;0
113961;D-241042;3.01;50
113966;D-241043;2.84;24
113971;D-241044;2.68;50
113976;D-241045;2.68;50
113981;D-241046;3.01;50
113986;D-241047;2.68;50
113991;D-241048;3.63;50
113996;D-241049;3.01;50
114001;D-241050;2.84;46
114006;D-241051;2.84;47
114011;D-241054;3.01;2
114016;D-241056;3.01;50
114021;D-241057;3.12;50
114026;D-241058;3.01;50
114031;D-241059;3.01;50
114036;D-241061;2.49;39
114041;D-241062;3.63;43
114046;D-241065;4.27;50
114051;D-241066;4.27;29
114056;D-241067;4.05;50
114061;D-241068;3.94;27
114066;D-241069;2.38;16
114071;D-241070;3.32;50
114076;D-241072;3.32;50
114081;D-241073;2.68;50
114086;D-241075;2.38;45
114091;D-241076;2.38;1
114096;D-241078;2.38;0
114101;D-241079;3.17;46
114106;D-241080;3.01;44
114111;D-241081;3.01;39
114116;D-241082;3.63;50
114121;D-241084;3.59;50
114126;D-241085;2.68;0
114131;D-241087;3.17;41
114136;D-241089;3.32;26
114141;D-241091;2.02;50
114146;D-241092;2.68;50
114151;D-241093;2.68;50
114156;D-241096;2.49;50
114161;D-241097;2.49;50
114166;D-241098;2.49;50
114171;D-241099;2.18;50
114176;D-241100;2.18;0
114181;D-241101;2.02;0
114186;D-241103;2.38;50
114191;D-241104;1.39;0
114196;D-241107;2.68;50
114201;D-241108;2.68;33
114206;D-241109;2.68;50
114211;D-241110;2.79;50
114411;D-241847;45.08;0
114416;D-241848;45.08;6
114421;D-241849;45.08;0
114426;D-241850;67.86;1
114431;D-241851;67.86;0
114436;D-241852;67.86;0
114441;D-241453;9.17;0
114451;D-241419;22.75;2
114462;D-241460;17.23;1
114474;D-241479;17.23;9
114480;D-241697;4.18;6
114482;D-241735;2.50;21
114486;D-241736;30.63;7
114491;D-241737;30.63;0
114498;D-241738;30.63;4
114505;D-241699;7.56;22
114507;D-241698;6.62;6
114509;D-241733;25.63;12
114516;D-241734;;0
114731;D-242018;34.13;0
114737;D-242126;;0
114742;D-242127;;0
114747;D-242019;34.13;1
114753;D-242020;34.13;1
114759;D-242128;11.30;1
114764;D-242129;;0
114769;D-241567;8.54;6
114771;D-242131;;0
114776;D-242132;11.16;1
114781;D-242135;;0
114785;D-242130;;0
114790;D-242122;12.59;1
114794;D-242124;9.59;2
114798;D-242134;;0
114804;D-241824;24.69;4
114808;D-242125;;0
114813;D-242121;12.59;1
114814;D-242123;9.59;2
114818;D-241823;3.03;46
114821;D-241373;4.45;19
114834;D-241366;9.09;13
114848;D-241919;4.95;50
114857;D-241916;4.98;50
114866;D-241367;9.71;13
114878;D-241378;6.94;15
114886;D-241368;;0
114900;D-241327;4.27;6
114909;D-241918;4.98;50
114918;D-241331;3.97;15
114925;D-241335;4.27;10
114932;D-241379;6.32;50
114941;D-241349;6.37;5
114948;D-241346;5.38;14
114955;D-241355;4.29;0
114963;D-241325;4.75;5
114970;D-241341;4.27;0
114979;D-241364;4.27;0
114986;D-241374;5.23;27
114999;D-241386;5.82;16
115013;D-241389;5.86;50
115026;D-241390;5.89;20
115033;D-241876;1.22;0
115040;D-241882;2.03;50
115047;D-241356;4.95;18
115056;D-241878;1.62;50
115064;D-241877;1.62;50
115072;D-241875;1.22;50
115079;D-241350;4.91;0
115086;D-241874;1.22;50
115095;D-241380;;0
115102;D-241372;5.07;23
115113;D-241879;1.62;41
115121;D-241880;1.78;50
115129;D-241881;2.03;50
115136;D-241864;1.08;50
115145;D-241351;5.23;8
115152;D-241353;4.90;0
115159;D-241354;5.87;49
115166;D-241371;3.65;31
115173;D-241344;5.23;9
115183;D-241328;4.91;17
115187;D-241352;5.39;13
115194;D-241345;5.38;15
115201;D-241337;4.59;17
115208;D-241347;5.87;16
115216;D-241333;6.21;16
115225;D-241388;6.51;1
115232;D-241396;5.07;19
115240;D-241318;4.27;14
115246;D-241324;4.75;8
115253;D-241336;3.80;14
115256;D-241369;4.27;0
115267;D-241370;4.27;0
115274;D-241377;4.27;18
115287;D-241387;5.82;9
115300;D-241321;5.00;5
115309;D-241332;4.91;6
115319;D-241358;5.58;6
115330;D-241365;3.80;11
115342;D-241361;;0
115352;D-241917;4.98;50
115361;D-241363;4.27;7
115370;D-241395;5.07;49
115373;D-241383;4.75;32
115388;D-241391;4.75;33
115401;D-241338;4.59;0
115408;D-241323;;0
115418;D-241330;;0
115427;D-241385;4.75;35
115441;D-241394;4.75;50
115454;D-241384;6.37;50
115467;D-241392;4.75;49
115480;D-241393;4.91;37
115493;D-241362;5.70;2
115500;D-241319;4.27;3
115507;D-241326;5.22;17
115515;D-241320;;0
115522;D-241334;4.27;0
115529;D-241339;5.02;4
115538;D-241340;4.27;0
115545;D-241343;4.48;18
115552;D-241359;;0
115560;D-241322;;0
115570;D-241348;5.87;5
115580;D-241357;5.86;15
115587;D-241375;4.27;13
115600;D-241376;4.27;17
115613;D-241214;20.51;26
115928;D-241560;;0
115937;D-241552;28.75;50
115946;D-241553;;0
115955;D-241557;28.65;50
115964;D-241558;28.90;50
115972;D-241559;29.90;50
115981;D-241561;16.30;50
115990;D-241562;16.75;50
115999;D-241554;;0
116008;D-241555;;0
116017;D-241556;21.75;36
116026;D-242101;4.95;50
116034;D-242102;4.95;0
116042;D-242103;4.95;50
116050;D-242104;4.95;42
116058;D-242105;5.95;0
116066;D-242106;4.95;50
116074;D-239913;10.22;8
116091;D-239914;10.22;0
116108;D-242160;6.74;4
116116;D-242161;6.74;7
116124;D-242150;10.85;4
116137;D-242151;10.85;8
116150;D-242170;7.65;15
116164;D-242171;7.65;20
116178;D-242203;9.87;20
116188;D-242204;9.87;0
116198;D-242143;8.45;34
116211;D-242156;;0
116222;D-242157;;0
116233;D-242191;10.22;6
116244;D-242192;10.22;8
116255;D-242199;11.33;0
116267;D-242200;11.33;0
116278;D-242225;10.85;5
116291;D-242226;11.65;7
116304;D-242154;12.32;7
116317;D-242155;12.32;8
116330;D-242162;11.82;15
116348;D-242163;11.82;16
116364;D-242176;12.45;7
116376;D-242177;12.45;4
116389;D-242211;9.58;0
116403;D-242212;9.58;6
116416;D-242061;11.26;50
116425;D-242062;9.95;50
116433;D-242063;9.95;0
116599;D-242175;12.45;3
116608;D-242152;12.32;0
116621;D-242149;11.82;8
116630;D-242153;12.32;0
116643;D-242148;11.82;8
116652;D-242174;12.45;16
116662;D-242472;1.31;31
116670;D-242477;1.66;46
116678;D-242496;1.90;29
116684;D-242499;1.78;17
116690;D-242505;1.95;0
116697;D-242506;1.95;50
116704;D-242484;6.68;0
116711;D-242511;2.91;50
116718;D-242637;;0
116725;D-242632;18.30;50
116727;D-242633;18.30;50
116730;D-242635;18.30;50
116733;D-242636;18.30;50
116736;D-239947;7.43;50
116747;D-242634;18.30;28
116754;D-242601;;0
116763;D-242609;12.16;13
116769;D-242610;6.40;17
116775;D-242611;5.24;0
116779;D-242603;12.16;12
116785;D-242604;6.40;24
116791;D-242605;5.24;24
116795;D-242606;12.16;16
116801;D-242607;6.40;50
116807;D-242608;5.24;16
116811;D-241701;;0
116813;D-241669;30.51;5
116820;D-242195;9.34;8
116829;D-242223;9.87;0
116840;D-242220;13.07;7
116854;D-242218;11.65;1
116870;D-242196;9.34;4
116879;D-242221;13.25;0
116898;D-242219;13.07;0
116913;D-242217;11.65;0
116926;D-242224;9.87;1
116939;D-242222;13.25;0
116956;D-241627;;0
116959;D-242259;5.28;0
116962;D-242258;5.28;0
116965;D-242242;25.21;0
116968;D-242235;;0
116971;D-242256;7.42;5
116974;D-242257;7.42;3
116977;D-242254;5.89;2
116980;D-242255;5.89;0
116983;D-242251;5.55;0
116986;D-242253;5.61;0
116989;D-242521;43.13;0
116994;D-242232;20.33;3
116997;D-242233;20.33;1
117000;D-242250;5.55;0
117003;D-242252;5.61;0
117006;D-242236;22.72;2
117009;D-242237;22.72;1
117012;D-242243;25.21;2
117015;D-242244;23.80;1
117018;D-242245;23.80;1
117021;D-242246;28.45;4
117024;D-242247;28.45;1
117027;D-242248;26.52;1
117030;D-242238;21.77;3
117031;D-242239;21.77;1
117032;D-241182;4.90;50
117040;D-241950;10.90;29
117048;D-241951;10.90;50
117056;D-241954;10.90;50
117064;D-241952;10.90;50
117072;D-241953;10.90;50
117080;D-241949;11.36;50
117088;D-241948;11.75;0
117096;D-241946;11.36;50
117136;D-242405;4.51;50
117145;D-242414;6.78;0
117153;D-242424;7.97;18
117160;D-242425;5.00;41
117167;D-242418;4.75;8
117174;D-242428;3.69;49
117181;D-242448;12.32;20
117191;D-242449;12.32;50
117201;D-242450;12.32;0
117211;D-242463;7.72;21
117221;D-242471;12.60;19
117230;D-242473;1.19;39
117238;D-242480;13.86;0
117248;D-242494;2.03;50
117254;D-242495;2.03;0
117260;D-242497;1.90;50
117266;D-242498;1.78;11
117272;D-242409;3.69;48
117282;D-242465;7.13;0
117291;D-242466;6.53;31
117299;D-242482;5.82;14
117308;D-242483;5.46;50
117317;D-242503;2.68;50
117325;D-242504;2.68;50
117332;D-242468;3.69;19
117340;D-242469;3.92;0
117349;D-242438;2.62;0
117357;D-242439;1.19;0
117363;D-242474;1.31;0
117371;D-242475;1.43;40
117379;D-242476;1.54;0
117387;D-242478;1.78;0
117396;D-242481;7.64;50
117406;D-242500;0.95;50
117412;D-242501;2.07;50
117419;D-242502;2.07;50
117426;D-242508;1.95;0
117433;D-242509;2.07;50
117440;D-242510;2.07;50
117447;D-242512;2.91;46
117454;D-242513;2.91;39
117461;D-242572;15.99;3
117470;D-242573;13.60;3
117479;D-242574;4.54;3
117485;D-242575;4.54;0
117491;D-242576;4.54;9
117497;D-242577;4.54;4
117503;D-242578;4.54;13
117508;D-242579;4.54;7
117513;D-242580;4.54;12
117518;D-242581;4.54;3
117523;D-242582;17.17;2
117532;D-242583;17.17;2
117541;D-242584;17.17;1
117550;D-242585;17.17;2
117559;D-242586;6.47;4
117568;D-242587;6.47;13
117577;D-242568;13.92;5
117586;D-242569;13.92;3
117595;D-242570;13.92;5
117604;D-242571;13.92;3
118093;D-227077-1;;0
118123;D-242602;6.82;50
118127;D-242628;30.46;12
118133;D-242415;4.28;50
118140;D-242490;4.51;50
118147;D-242629;30.46;50
118153;D-242769;3.42;50
118157;D-242770;3.42;50
118161;D-241670;13.56;34
118171;D-241754;22.13;0
118173;D-241254;2.55;0
118179;D-241272;2.55;32
118184;D-241755;;0
118192;D-241756;;0
118200;D-241757;;0
118208;D-242752;10.04;50
118213;D-242753;10.04;17
118219;D-242754;6.61;22
118223;D-241255;3.09;50
118228;D-241262;4.34;42
118233;D-241286;2.18;20
118238;D-241287;2.18;50
118243;D-242775;;0
118253;D-239491;;0
118259;D-241934;;0
118269;D-241764;3.90;50
118277;D-241765;3.90;50
118284;D-242588;4.43;43
118290;D-242589;2.90;50
118296;D-242590;2.20;38
118302;D-242591;4.43;36
118308;D-242592;2.90;50
118314;D-242593;2.20;45
118320;D-242594;4.43;31
118326;D-242595;2.90;50
118332;D-242596;2.20;0
118338;D-242297;3.65;33
118341;D-242269;1.67;50
118345;D-242270;1.67;50
118349;D-242271;1.67;34
118353;D-242272;1.67;50
118357;D-242273;1.67;50
118361;D-242274;;0
118365;D-242275;1.67;50
118369;D-242276;3.82;0
118373;D-242277;3.82;50
118377;D-242278;3.82;50
118381;D-242279;3.82;50
118385;D-242280;3.82;50
118389;D-242281;3.82;50
118393;D-242282;3.82;50
118397;D-242283;11.41;30
118401;D-242284;11.41;41
118405;D-242285;11.41;48
118409;D-242286;11.41;0
118413;D-242287;11.41;50
118417;D-242288;11.41;0
118421;D-242289;11.41;25
118425;D-242298;22.87;5
118428;D-242299;22.87;8
118431;D-242300;22.87;17
118434;D-242303;22.87;10
118437;D-242304;22.87;19
118574;D-242764;14.14;4
118583;D-242768;14.14;3
118594;D-242760;14.55;6
118605;D-242763;14.14;5
118614;D-242767;14.14;3
118625;D-242758;14.55;7
118636;D-242759;14.55;5
118647;D-242761;14.14;3
118656;D-242762;14.14;8
118665;D-242765;14.14;2
118676;D-242766;14.14;7
118687;D-242681;8.78;8
118699;D-242816;45.08;0
118710;D-242818;90.62;12
118723;D-242819;90.62;12
118735;D-242717;15.92;1
118746;D-242718;15.32;0
118758;D-242701;15.32;0
118770;D-242703;23.52;28
118782;D-242667;9.58;11
118796;D-242669;11.81;0
118809;D-242721;12.57;0
118822;D-242726;11.70;0
118835;D-242657;8.78;13
118850;D-242704;23.52;18
118862;D-242679;9.42;2
118876;D-242641;7.18;9
118899;D-242660;8.78;0
118914;D-242661;8.78;0
118929;D-242659;8.78;0
118944;D-242665;11.81;0
118958;D-242666;9.58;19
118970;D-242668;11.81;8
118983;D-242662;8.78;0
118998;D-242663;8.78;4
119013;D-242714;12.95;39
119033;D-242728;5.10;34
119042;D-242723;6.53;0
119053;D-242421;11.34;15
119062;D-241956;;0
119070;D-241957;;0
119078;D-242817;13.62;29
119083;D-242680;8.78;18
119095;D-242678;9.42;13
119107;D-242640;7.18;18
119130;D-242656;8.78;0
119145;D-242658;8.78;4
119160;D-242664;11.81;0
119174;D-242725;5.10;0
119181;D-242735;7.13;50
119190;D-242729;3.92;0
119198;D-242724;4.00;16
119210;D-242741;4.00;46
119222;D-242812;0.54;50
119231;D-242813;0.47;50
119240;D-242814;0.54;50
119249;D-242702;5.94;0
119260;D-242737;11.05;0
119272;D-242442;4.06;46
119278;D-242443;3.82;45
119285;D-242444;3.82;50
119291;D-242445;4.06;50
119298;D-242446;4.06;0
119305;D-242447;4.31;0
119418;D-242648;10.88;16
119433;D-242649;10.88;32
119448;D-242650;11.34;7
119463;D-242651;11.34;23
119478;D-242652;11.02;3
119497;D-242653;11.02;6
119516;D-242654;11.02;16
119535;D-242655;11.02;4
119554;D-242674;8.89;29
119568;D-242675;8.89;7
119582;D-242676;8.89;16
119596;D-242677;8.89;11
119610;D-242790;9.56;3
119612;D-242791;9.56;2
119614;D-242792;8.70;2
119617;D-242793;;0
119620;D-242794;7.36;1
119623;D-242795;7.36;2
119695;D-243066;7.00;0
119698;D-243063;;0
119701;D-243064;;0
119704;D-243065;;0
119707;D-243071;2.56;2
119711;D-243072;5.06;9
119714;D-243073;5.69;6
119717;D-243084;5.69;13
119720;D-243085;5.51;4
119723;D-243086;4.29;5
119726;D-243087;4.29;4
119729;D-243088;5.51;7
119732;D-243089;5.51;2
119736;D-243090;5.51;4
119739;D-243095;3.06;5
119742;D-243096;3.15;7
119745;D-243097;7.05;4
119748;D-243067;6.25;2
119751;D-243068;6.25;2
119754;D-243069;7.44;5
119757;D-243070;6.06;4
119760;D-243074;11.75;0
119763;D-243075;11.75;2
119766;D-243076;9.19;0
119769;D-243080;12.50;0
119773;D-243081;12.50;1
119777;D-243082;10.96;2
119780;D-243083;10.96;0
119783;D-243091;5.51;2
119786;D-243077;12.81;2
119789;D-243079;10.41;2
119793;D-243057;;0
119797;D-242305;3.65;23
119802;D-242520;47.81;2
119892;D-243343;7.39;1
119894;D-243344;7.39;2
119896;D-243338;7.25;50
119900;D-243339;7.25;50
119904;D-243340;7.25;50
119908;D-243341;7.25;48
119912;D-243342;7.25;50
120055;D-243032;15.41;32
120067;D-243033;15.41;50
120078;D-243034;12.80;26
120085;D-243035;12.80;11
120093;D-243036;12.15;22
120101;D-243037;11.20;20
120109;D-243038;13.60;0
120118;D-243039;14.08;15
120126;D-243040;15.41;10
120133;D-243041;10.72;14
120141;D-243042;13.77;0
120149;D-243043;;0
120157;D-243044;11.51;1
120165;D-243019;;0
120170;D-243020;;0
120176;D-243021;7.34;8
120182;D-243022;;0
120188;D-243023;;0
120194;D-243024;;0
120200;D-243025;;0
120206;D-243026;;0
120218;D-243027;;0
120228;D-243028;;0
120246;D-243029;;0
120250;D-243030;;0
120325;D-243618;14.95;22
120333;D-243620;14.95;32
120341;D-243622;14.95;27
120349;D-243624;14.95;48
120357;D-243626;14.95;19
120365;D-243617;14.55;16
120373;D-243619;14.55;25
120381;D-243621;14.55;14
120389;D-243623;14.55;15
120397;D-243625;14.55;24
120405;D-242954;7.95;50
120413;D-242955;9.95;50
120421;D-242956;9.95;50
120429;D-242957;7.95;50
120437;D-242958;9.95;50
